,eid,mid,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time,f1fights,f1w,f1l,f1fws,f1ls,f2fights,f2w,f2l,f2fws,f2ls,f1SubW,f1KOW,f1DecW,f1SubL,f1KOL,f1DecL,f2SubW,f2KOW,f2DecW,f2SubL,f2KOL,f2DecL,fid_1,height_1,weight_1,country_1,Height_1,Weight_1,Reach_1,Stance_1,SLpM_1,Str. Acc_1,SApM_1,Str. Def_1,TD Avg_1,TD Acc_1,TD Def_1,Sub. Avg_1,Metrictst_1,fid_2,height_2,weight_2,country_2,Height_2,Weight_2,Reach_2,Stance_2,SLpM_2,Str. Acc_2,SApM_2,Str. Def_2,TD Avg_2,TD Acc_2,TD Def_2,Sub. Avg_2,Metrictst_2,f1Age,f2Age,result,Age,Reach,weight,height,fightdif,windif,lossdif,subdif,KOdif,Decdif,subldif,KOldif,Decldif,subavg,decexp,subexp,KOexp
2249,28701,3,8/31/13,Soa Palelei,Nikita Krylov,win,loss,9680,110937,TKO,3,1:34,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9680,76.0,265.0,Australia,76.0,265.0,81.0,Orthodox,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0,9.53,110937,75.0,205.0,Ukraine,75.0,205.0,77.0,Orthodox,6.55,0.6,2.87,0.45,0.37,0.16,0.42,1.8,13.22,35.73169062,21.48391513,1,14.247775490000002,4.0,60.0,1.0,1,0,1,0,0,0,0,1,0,-1.8,0,0,-1
2215,28215,1,5/18/13,Lucas Martins,Jeremy Larsen,win,loss,100031,19863,KO,3,0:13,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,100031,72.0,145.0,Brazil,72.0,145.0,72.0,Southpaw,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,9.22,19863,70.0,145.0,United States,70.0,145.0,70.0,Orthodox,4.87,0.48,5.75,0.57,2.49,0.33,0.0,0.0,14.49,24.51471595,27.18685832,1,-2.6721423699999995,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
1837,20081,5,8/4/12,Wagner Prado,Phil Davis,NC,NC,53134,27802,NC,1,1:28,0,0,0,0,0,6,5,1,0,1,0,0,0,0,0,0,2,0,3,0,0,1,53134,73.0,205.0,Brazil,72.0,205.0,74.0,Southpaw,1.72,0.4,3.06,0.5,0.0,0.0,0.22,0.0,5.9,27802,74.0,205.0,United States,74.0,205.0,79.0,Orthodox,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,9.93,24.59685147,27.85763176,0,-3.2607802899999996,-5.0,0.0,-1.0,-6,-5,-1,-2,0,-3,0,0,-1,-0.6,-2,-2,0
2646,37109,8,6/28/14,Charles Oliveira,Hatsu Hioki,win,loss,30300,5466,Submission,2,4:32,10,5,4,1,0,6,3,3,1,0,5,0,0,1,2,1,0,0,3,0,0,3,30300,71.0,145.0,Brazil,70.0,155.0,74.0,Orthodox,3.17,0.5,3.04,0.52,2.66,0.37,0.58,2.7,13.54,5466,71.0,145.0,Japan,71.0,145.0,70.0,Orthodox,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,9.86,24.6954141,30.94592745,1,-6.2505133499999985,4.0,0.0,0.0,4,2,1,5,0,-3,1,2,-2,2.1,-1,4,-2
2718,37745,6,9/20/14,Masanori Kanehara,Alex Caceres,win,loss,13767,41586,Decision,3,5:00,0,0,0,0,0,10,5,4,0,1,0,0,0,0,0,0,2,0,3,3,0,1,13767,67.0,135.0,Japan,67.0,135.0,67.0,Orthodox,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,8.09,41586,69.0,135.0,United States,70.0,145.0,73.0,Southpaw,3.72,0.49,2.49,0.63,0.68,0.81,0.56,0.9,10.28,31.8384668,26.25051335,1,5.5879534500000005,-6.0,0.0,-2.0,-10,-5,-4,-2,0,-3,-3,0,-1,0.0,-2,1,0
1263,12446,10,5/29/10,Michael Bisping,Dan Miller,win,loss,10196,14464,Decision,3,5:00,11,8,3,0,1,5,3,2,0,2,0,6,2,0,1,2,2,0,1,0,0,2,10196,74.0,185.0,England,73.0,185.0,75.0,Orthodox,4.44,0.38,2.63,0.66,1.1,0.43,0.64,0.3,10.58,14464,73.0,185.0,United States,73.0,185.0,74.0,Orthodox,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,10.42,31.24709103,28.91170431,1,2.335386719999999,1.0,0.0,1.0,6,5,1,-2,6,1,0,1,0,-1.5,1,-2,5
2253,29795,12,8/17/13,Travis Browne,Alistair Overeem,win,loss,16785,461,KO,1,4:08,7,5,1,1,0,2,1,1,0,1,1,3,1,0,1,0,0,1,0,0,1,0,16785,79.0,236.0,United States,78.0,255.0,79.0,Orthodox,2.86,0.4,4.19,0.43,1.17,0.66,0.83,0.2,10.74,461,77.0,257.0,Netherlands,76.0,265.0,80.0,Orthodox,3.82,0.61,1.79,0.62,1.55,0.64,0.76,1.0,10.79,31.08555784,33.25119781,1,-2.165639970000001,-1.0,-21.0,2.0,5,4,0,1,2,1,0,0,0,-0.8,1,1,2
3104,42229,9,9/5/15,Anthony Johnson,Jimi Manuwa,win,loss,17662,37528,KO,2,0:28,15,10,5,0,1,5,4,1,1,0,0,8,2,4,1,0,0,3,1,0,1,0,17662,74.0,205.0,United States,74.0,205.0,78.0,Orthodox,3.3,0.46,1.65,0.64,2.48,0.6,0.79,0.7,10.62,37528,72.0,205.0,England,73.0,205.0,79.0,Orthodox,3.56,0.59,2.93,0.5,0.72,0.25,0.68,0.5,9.73,31.49897331,35.54551677,1,-4.046543459999999,-1.0,0.0,2.0,10,6,4,0,5,1,4,0,0,0.19999999999999996,1,-4,5
1642,17424,7,12/3/11,Yves Edwards,Tony Ferguson,loss,win,344,31239,Decision,3,5:00,14,9,5,1,0,2,2,0,2,0,1,4,3,1,2,2,0,2,0,0,0,0,344,70.0,155.0,United States,69.0,155.0,73.0,Southpaw,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,9.01,31239,72.0,155.0,United States,71.0,155.0,76.0,Orthodox,5.23,0.42,3.43,0.65,0.71,0.42,0.81,1.5,13.17,35.17316906,27.80561259,0,7.36755647,-3.0,0.0,-2.0,12,7,5,1,2,3,1,2,2,-0.8,1,0,0
1630,17391,10,10/8/11,Jose Aldo,Kenny Florian,win,loss,11506,8021,Decision,5,5:00,1,1,0,1,0,16,12,4,1,0,0,0,1,0,0,0,8,2,2,1,1,2,11506,67.0,145.0,Brazil,67.0,145.0,70.0,Orthodox,3.28,0.43,2.09,0.71,0.83,0.72,0.92,0.2,9.18,8021,70.0,145.0,United States,70.0,145.0,74.0,Southpaw,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,9.74,25.07871321,35.36755647,1,-10.288843259999997,-4.0,0.0,-3.0,-15,-11,-4,-8,-2,-1,-1,-1,-2,-1.1,1,-7,-1
2759,38839,7,12/13/14,Willie Gates,John Moraga,loss,win,40436,55159,Submission,3,4:06,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,2,1,1,1,1,0,40436,68.0,125.0,United States,68.0,125.0,70.0,Orthodox,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4,7.91,55159,66.0,125.0,United States,66.0,125.0,66.0,Orthodox,2.4,0.39,2.89,0.56,0.58,0.2,0.4,0.7,8.12,27.89322382,30.73237509,0,-2.839151270000002,4.0,0.0,2.0,-6,-4,-2,-2,-1,-1,-1,-1,0,-0.29999999999999993,-1,-1,0
1121,10333,10,10/24/09,Ben Rothwell,Cain Velasquez,loss,win,2262,19102,TKO,2,0:58,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,2262,76.0,263.0,United States,76.0,265.0,78.0,Orthodox,2.89,0.41,3.92,0.46,0.84,0.36,0.69,0.4,9.97,19102,73.0,241.0,United States,73.0,240.0,77.0,Orthodox,6.38,0.57,2.29,0.57,5.15,0.45,0.85,0.4,16.66,28.01916496,27.24161533,0,0.7775496300000029,1.0,22.0,3.0,-4,-4,0,0,-3,-1,0,0,0,0.0,-1,0,-3
1689,18201,3,11/12/11,Cole Escovedo,Alex Caceres,loss,win,2291,41586,Decision,3,5:00,2,0,2,0,2,2,0,2,0,2,0,0,0,0,1,1,0,0,0,2,0,0,2291,67.0,135.0,United States,67.0,135.0,72.0,Orthodox,1.82,0.45,4.85,0.45,0.55,0.4,0.1,0.0,8.62,41586,69.0,135.0,United States,70.0,145.0,73.0,Southpaw,3.72,0.49,2.49,0.63,0.68,0.81,0.56,0.9,10.28,30.20123203,23.39493498,0,6.806297050000001,-1.0,0.0,-2.0,0,0,0,0,0,0,-2,1,1,-0.9,-1,2,-1
2480,34819,1,3/1/14,Jumabieke Tuerxun,Mark Eddiva,loss,win,83505,75370,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83505,66.0,135.0,China,67.0,135.0,67.0,Orthodox,1.6,0.28,3.08,0.59,0.47,0.11,0.66,0.9,7.69,75370,68.0,145.0,Philippines,68.0,145.0,68.0,Orthodox,3.37,0.45,2.98,0.54,1.45,0.22,0.63,0.0,9.64,27.87132101,28.03559206,0,-0.16427104999999997,-1.0,-10.0,-2.0,0,0,0,0,0,0,0,0,0,0.9,0,0,0
2398,32999,7,1/4/14,Shunichi Shimizu,Kyung Ho Kang,loss,win,22677,24067,Submission,3,3:53,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22677,66.0,125.0,Japan,65.0,135.0,66.0,Orthodox,0.14,0.33,4.68,0.3,0.0,0.0,0.0,0.0,5.45,24067,69.0,135.0,South Korea,69.0,135.0,72.0,Orthodox,2.04,0.43,1.39,0.57,2.55,0.71,0.81,1.5,10.0,28.92539357,26.32169747,0,2.6036961000000005,-6.0,-10.0,-3.0,-2,0,-1,0,0,0,0,0,-1,-1.5,1,0,0
2400,32999,5,1/4/14,Quinn Mulhern,Katsunori Kikuno,loss,win,22873,16806,Decision,3,5:00,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22873,75.0,155.0,United States,75.0,155.0,76.0,Orthodox,1.48,0.28,2.09,0.51,1.36,0.2,0.33,0.0,6.25,16806,68.0,145.0,Japan,68.0,145.0,66.0,Orthodox,2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8,10.31,29.28952772,32.18069815,0,-2.891170429999999,10.0,10.0,7.0,1,0,1,0,0,0,0,1,0,-0.8,0,0,-1
2683,37719,8,7/26/14,Daron Cruickshank,Jorge Masvidal,loss,win,53717,7688,Decision,3,5:00,7,5,2,2,0,4,3,1,1,0,0,3,2,1,0,1,1,0,2,0,0,1,53717,68.0,155.0,United States,68.0,155.0,72.0,Switch,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,10.06,7688,71.0,155.0,United States,71.0,170.0,74.0,Orthodox,4.32,0.47,2.94,0.68,1.93,0.61,0.79,0.5,12.24,29.12251882,29.70020534,0,-0.5776865200000003,-2.0,0.0,-3.0,3,2,1,-1,3,0,1,0,0,-0.3,0,-2,3
2495,35299,8,3/23/14,Gian Villante,Fabio Maldonado,loss,win,42802,16426,Decision,3,5:00,2,1,1,1,0,6,3,3,2,0,0,1,0,0,0,0,0,1,2,0,1,2,42802,74.0,205.0,United States,75.0,205.0,76.0,Orthodox,4.08,0.46,5.47,0.56,0.76,0.24,0.8,0.0,12.37,16426,73.0,205.0,Brazil,73.0,205.0,75.0,Orthodox,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,12.93,28.92813142,34.01505818,0,-5.086926759999997,1.0,0.0,1.0,-4,-2,-2,0,0,-2,0,-1,-2,-0.6,0,0,1
1991,23527,7,10/13/12,Rick Story,Demian Maia,loss,win,25989,14637,Submission,1,2:30,10,7,3,1,0,14,10,4,1,0,1,1,5,0,0,3,4,1,4,0,1,3,25989,70.0,170.0,United States,69.0,170.0,71.0,Southpaw,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,11.54,14637,72.0,170.0,Brazil,73.0,170.0,72.0,Southpaw,1.82,0.44,1.61,0.62,2.99,0.31,0.65,1.3,9.74,28.12594114,34.93497604,0,-6.809034900000004,-1.0,0.0,-2.0,-4,-3,-1,-3,0,1,0,-1,0,-0.4,1,-3,1
3267,47935,12,2/21/16,Roan Carneiro,Derek Brunson,loss,win,2886,68494,KO,1,2:38,6,3,3,1,0,6,5,1,3,0,0,1,1,2,0,1,1,2,2,0,1,0,2886,71.0,170.0,Brazil,71.0,170.0,74.0,Orthodox,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,10.06,68494,73.0,186.0,United States,73.0,185.0,77.0,Southpaw,3.13,0.46,2.62,0.5,3.13,0.32,1.0,0.7,11.86,37.72210815,32.13141684,0,5.590691309999997,-3.0,-16.0,-2.0,0,-2,2,-1,-1,-1,2,-1,1,0.7,-2,-3,0
3247,47929,9,2/6/16,Zach Makovsky,Joseph Benavidez,loss,win,20522,15008,Decision,3,5:00,5,3,2,0,1,12,10,2,4,0,0,0,3,0,0,2,1,3,6,0,1,1,20522,64.0,125.0,United States,64.0,125.0,64.0,Southpaw,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3,10.1,15008,64.0,125.0,United States,64.0,125.0,65.0,Southpaw,3.42,0.33,2.36,0.65,1.21,0.29,0.66,0.8,9.72,33.60438056,31.51813826,0,2.086242300000002,-1.0,0.0,0.0,-7,-7,0,-1,-3,-3,0,-1,1,-0.5,-4,-1,-2
1044,9427,4,3/7/09,Jason Day,Kendall Grove,loss,win,6811,10126,TKO,1,1:32,2,1,1,0,1,6,4,2,1,0,0,1,0,0,1,0,2,0,2,0,2,0,6811,72.0,185.0,Canada,72.0,185.0,72.0,Orthodox,3.61,0.54,3.46,0.47,1.13,1.0,0.0,0.0,10.21,10126,78.0,185.0,United States,78.0,185.0,79.0,Orthodox,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,8.86,29.97125257,26.23682409,0,3.734428480000002,-7.0,0.0,-6.0,-4,-3,-1,-2,1,-2,0,-1,0,-1.7,-2,-2,2
2583,36085,8,5/10/14,Louis Smolka,Chris Cariaso,loss,win,64792,16467,Decision,3,5:00,1,1,0,1,0,9,6,3,2,0,0,0,1,0,0,0,0,1,5,1,0,2,64792,69.0,125.0,United States,69.0,125.0,68.0,Orthodox,4.17,0.48,2.93,0.55,1.97,0.36,0.38,2.6,13.44,16467,63.0,125.0,United States,63.0,125.0,63.0,Southpaw,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,9.49,22.81724846,32.95277207,0,-10.135523610000003,5.0,0.0,6.0,-8,-5,-3,0,-1,-4,-1,0,-2,1.8,-2,1,-1
2133,26381,3,2/23/13,Kenny Robertson,Brock Jardine,win,loss,31978,36630,Submission,1,2:57,2,0,2,0,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,31978,70.0,170.0,United States,70.0,170.0,74.0,Orthodox,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,10.73,36630,71.0,170.0,United States,71.0,170.0,73.0,Orthodox,1.06,0.3,3.34,0.56,0.0,0.0,0.14,0.8,6.2,29.02669405,27.62491444,1,1.4017796099999984,1.0,0.0,-1.0,1,0,1,0,0,0,0,1,0,0.0,0,0,-1
1222,11792,6,2/20/10,Keith Jardine,Ryan Bader,loss,win,2638,22858,KO,3,2:10,11,6,5,0,2,3,3,0,3,0,0,2,4,0,3,2,0,1,2,0,0,0,2638,74.0,185.0,United States,74.0,185.0,76.0,Orthodox,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,10.13,22858,74.0,205.0,United States,74.0,205.0,74.0,Orthodox,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,10.36,34.30800821,26.70773443,0,7.600273779999998,2.0,-20.0,0.0,8,3,5,0,1,2,0,3,2,0.29999999999999993,0,0,-2
2019,24719,10,12/15/12,Colton Smith,Mike Ricci,win,loss,63163,33532,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63163,72.0,170.0,United States,72.0,155.0,71.0,Orthodox,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,10.96,33532,72.0,155.0,Canada,72.0,155.0,77.0,Southpaw,1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0,6.62,25.33880903,26.74606434,1,-1.40725531,-6.0,15.0,0.0,0,0,0,0,0,0,0,0,0,1.4,0,0,0
2015,24707,4,12/15/12,Mike Pierce,Seth Baczynski,win,loss,25415,13827,Decision,3,5:00,10,7,3,2,0,5,4,1,4,0,1,2,4,0,0,3,2,1,1,0,0,1,25415,68.0,170.0,United States,68.0,170.0,70.0,Orthodox,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,10.43,13827,75.0,170.0,United States,75.0,170.0,74.0,Orthodox,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,9.37,32.28747433,31.137577,1,1.1498973300000017,-4.0,0.0,-7.0,5,3,2,-1,1,3,0,0,2,-0.6000000000000001,1,-1,1
1612,17274,9,12/10/11,Brian Ebersole,Claude Patrick,win,loss,3015,4114,Decision,3,5:00,2,2,0,2,0,3,3,0,3,0,0,1,1,0,0,0,1,0,2,0,0,0,3015,72.0,170.0,United States,72.0,170.0,73.0,Southpaw,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,8.15,4114,70.0,170.0,Canada,71.0,170.0,75.0,Orthodox,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,9.32,31.03353867,31.4880219,1,-0.454483230000001,-2.0,0.0,2.0,-1,-1,0,-1,1,-1,0,0,0,-1.5999999999999999,-1,-1,1
2980,42203,10,6/6/15,Dustin Poirier,Yancy Medeiros,win,loss,50529,27738,TKO,1,2:38,12,9,3,1,0,5,2,2,2,0,3,3,3,0,1,1,2,0,0,0,1,0,50529,69.0,155.0,United States,69.0,155.0,72.0,Southpaw,4.97,0.49,3.38,0.57,1.79,0.4,0.68,1.3,13.58,27738,70.0,155.0,United States,70.0,155.0,75.0,Orthodox,4.01,0.34,4.88,0.49,0.0,0.0,0.86,0.8,11.38,26.37645448,27.74537988,1,-1.368925400000002,-3.0,0.0,-1.0,7,7,1,1,3,3,0,0,1,0.5,2,1,3
1373,14039,5,10/23/10,Patrick Cote,Tom Lawlor,loss,win,6612,21940,Decision,3,5:00,10,4,6,0,2,4,2,2,0,2,0,2,2,3,1,2,0,0,1,1,0,1,6612,71.0,170.0,Canada,71.0,170.0,71.0,Orthodox,2.8,0.49,3.07,0.48,0.72,0.21,0.44,0.3,8.51,21940,72.0,205.0,United States,72.0,205.0,74.0,Southpaw,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,10.68,30.64750171,27.44147844,0,3.2060232699999993,-3.0,-35.0,-1.0,6,2,4,0,2,1,2,1,1,-1.0999999999999999,0,-2,1
1487,15454,7,8/27/11,Spencer Fisher,Thiago Tavares,loss,win,5118,4647,TKO,2,2:51,15,9,6,0,1,10,5,4,0,1,2,3,4,1,1,4,2,0,3,0,2,2,5118,67.0,155.0,United States,67.0,155.0,70.0,Southpaw,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,9.64,4647,67.0,145.0,Brazil,67.0,145.0,68.0,Orthodox,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,11.7,35.2991102,26.7980835,0,8.5010267,2.0,10.0,0.0,5,4,2,0,3,1,1,-1,2,-0.7,-1,-1,4
2415,33337,10,2/22/14,Daniel Cormier,Patrick Cummins,win,loss,52311,72981,TKO,1,1:19,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,52311,71.0,205.0,United States,71.0,205.0,72.0,Orthodox,3.77,0.48,2.05,0.61,1.93,0.42,0.8,0.4,10.46,72981,74.0,205.0,United States,74.0,205.0,76.0,Orthodox,4.32,0.52,2.75,0.57,6.87,0.51,0.8,0.2,16.54,34.92950034,33.26762491,1,1.661875429999995,-4.0,0.0,-3.0,2,2,0,0,0,2,0,0,0,0.2,2,0,0
2208,28215,10,5/18/13,Joao Zeferino,Rafael Natal,loss,win,17577,13968,Decision,3,5:00,0,0,0,0,0,6,3,2,1,0,0,0,0,0,0,0,1,0,2,0,1,1,17577,71.0,155.0,Brazil,71.0,170.0,73.0,Orthodox,0.83,0.36,2.6,0.48,0.5,0.05,0.5,1.0,6.32,13968,72.0,185.0,Brazil,72.0,185.0,76.0,Orthodox,3.08,0.47,2.4,0.58,2.59,0.34,0.78,0.5,10.74,27.33744011,30.39561944,0,-3.0581793300000015,-3.0,-30.0,-1.0,-6,-3,-2,-1,0,-2,0,-1,-1,0.5,-1,-1,1
