eid,mid,event_name,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time
39915,6,UFC Fight Night 57 - Edgar vs. Swanson,11/22/14,Ruslan Magomedov,Josh Copeland,win,loss,74434,75537,Decision,3,5:00
39915,5,UFC Fight Night 57 - Edgar vs. Swanson,11/22/14,Roger Narvaez,Luke Barnatt,win,loss,60454,56567,Decision,3,5:00
39915,4,UFC Fight Night 57 - Edgar vs. Swanson,11/22/14,James Vick,Nick Hein,win,loss,81956,50774,Decision,3,5:00
39915,3,UFC Fight Night 57 - Edgar vs. Swanson,11/22/14,Akbarh Arreola,Yves Edwards,win,loss,6120,344,Submission,1,1:52
39915,2,UFC Fight Night 57 - Edgar vs. Swanson,11/22/14,Paige VanZant,Kailin Curran,win,loss,99019,62703,TKO,3,2:54
39915,1,UFC Fight Night 57 - Edgar vs. Swanson,11/22/14,Doo Ho Choi,Juan Manuel Puig,win,loss,56689,44638,TKO,1,0:18
35511,11,UFC 181 - Hendricks vs. Lawler 2,12/6/14,Robbie Lawler,Johny Hendricks,win,loss,2245,24539,Decision,5,5:00
35511,10,UFC 181 - Hendricks vs. Lawler 2,12/6/14,Anthony Pettis,Gilbert Melendez,win,loss,26627,5545,Submission,2,1:53
35511,9,UFC 181 - Hendricks vs. Lawler 2,12/6/14,Travis Browne,Brendan Schaub,win,loss,16785,33926,TKO,1,4:50
35511,8,UFC 181 - Hendricks vs. Lawler 2,12/6/14,Todd Duffee,Anthony Hamilton,win,loss,22903,58947,KO,1,0:33
35511,7,UFC 181 - Hendricks vs. Lawler 2,12/6/14,Tony Ferguson,Abel Trujillo,win,loss,31239,17129,Submission,2,4:19
35511,6,UFC 181 - Hendricks vs. Lawler 2,12/6/14,Urijah Faber,Francisco Rivera,win,loss,8847,11908,Submission,2,1:34
35511,5,UFC 181 - Hendricks vs. Lawler 2,12/6/14,Josh Samman,Eddie Gordon,win,loss,17460,66410,KO,2,3:08
35511,4,UFC 181 - Hendricks vs. Lawler 2,12/6/14,Corey Anderson,Justin Jones,win,loss,171723,93683,Decision,3,5:00
35511,3,UFC 181 - Hendricks vs. Lawler 2,12/6/14,Raquel Pennington,Ashlee Evans-Smith,win,loss,75564,75021,Technical,1,4:59
35511,2,UFC 181 - Hendricks vs. Lawler 2,12/6/14,Sergio Pettis,Matt Hobar,win,loss,50987,59713,Decision,3,5:00
35511,1,UFC 181 - Hendricks vs. Lawler 2,12/6/14,Clay Collard,Alex White,win,loss,78465,55954,Decision,3,5:00
40679,11,UFC - The Ultimate Fighter 20 Finale,12/12/14,Carla Esparza,Rose Namajunas,win,loss,63410,69083,Submission,3,1:26
40679,10,UFC - The Ultimate Fighter 20 Finale,12/12/14,Charles Oliveira,Jeremy Stephens,win,loss,30300,12179,Decision,3,5:00
40679,9,UFC - The Ultimate Fighter 20 Finale,12/12/14,Daron Cruickshank,K.J. Noons,NC,NC,53717,6727,NC,2,0:25
40679,8,UFC - The Ultimate Fighter 20 Finale,12/12/14,Yancy Medeiros,Joe Proctor,win,loss,27738,46307,Submission,1,4:37
40679,7,UFC - The Ultimate Fighter 20 Finale,12/12/14,Jessica Penne,Randa Markos,win,loss,21247,75417,Decision,3,5:00
40679,6,UFC - The Ultimate Fighter 20 Finale,12/12/14,Felice Herrig,Lisa Ellis,win,loss,42432,10071,Submission,2,3:05
40679,5,UFC - The Ultimate Fighter 20 Finale,12/12/14,Heather Clark,Bec Rawlings,win,loss,67132,84964,Decision,3,5:00
40679,4,UFC - The Ultimate Fighter 20 Finale,12/12/14,Joanne Calderwood,Seo Hee Ham,win,loss,94103,21246,Decision,3,5:00
40679,3,UFC - The Ultimate Fighter 20 Finale,12/12/14,Tecia Torres,Angela Magana,win,loss,85096,21720,Decision,3,5:00
40679,2,UFC - The Ultimate Fighter 20 Finale,12/12/14,Aisling Daly,Alex Chambers,win,loss,25245,65649,Submission,1,4:53
40679,1,UFC - The Ultimate Fighter 20 Finale,12/12/14,Angela Hill,Emily Kagan,win,loss,148517,68959,Decision,3,5:00
38839,12,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,Junior dos Santos,Stipe Miocic,win,loss,17272,39537,Decision,5,5:00
38839,11,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,Rafael dos Anjos,Nate Diaz,win,loss,11675,11451,Decision,3,5:00
38839,10,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,Alistair Overeem,Stefan Struve,win,loss,461,15063,KO,1,4:13
38839,9,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,Matt Mitrione,Gabriel Gonzaga,win,loss,49519,7306,TKO,1,1:59
38839,8,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,Joanna Jedrzejczyk,Claudia Gadelha,win,loss,101411,48404,Decision,3,5:00
38839,7,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,John Moraga,Willie Gates,win,loss,55159,40436,Submission,3,4:06
38839,6,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,Ben Saunders,Joe Riggs,win,loss,10339,2765,TKO,1,0:57
38839,5,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,Drew Dober,Jamie Varner,win,loss,23982,7168,Submission,1,1:52
38839,4,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,Bryan Barberena,Joe Ellenberger,win,loss,51471,14173,TKO,3,3:24
38839,3,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,David Michaud,Garett Whiteley,win,loss,53778,39261,Decision,3,5:00
38839,2,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,Henry Cejudo,Dustin Kimura,win,loss,125297,41247,Decision,3,5:00
38839,1,UFC on Fox 13 - Dos Santos vs. Miocic,12/13/14,Ian Entwistle,Anthony Birchak,win,loss,50588,53300,Submission,1,1:04
40613,12,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Lyoto Machida,C.B. Dollaway,win,loss,7513,22350,TKO,1,1:02
40613,11,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Renan Barao,Mitch Gagnon,win,loss,23156,37404,Submission,3,3:53
40613,10,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Patrick Cummins,Antonio Carlos Jr.,win,loss,72981,143157,Decision,3,5:00
40613,9,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Rashid Magomedov,Elias Silverio,win,loss,41524,88613,TKO,3,4:57
40613,8,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Erick Silva,Mike Rhodes,win,loss,15009,87296,Technical,1,1:15
40613,7,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Daniel Sarafian,Antonio dos Santos Jr.,win,loss,17665,46759,TKO,2,1:01
40613,6,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Marcos Rogerio de Lima,Igor Pokrajac,win,loss,51955,7621,TKO,1,1:59
40613,5,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Renato Carneiro,Tom Niinimaki,win,loss,61700,5639,Submission,2,3:30
40613,4,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Hacran Dias,Darren Elkins,win,loss,19789,22094,Decision,3,5:00
40613,3,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Leandro Issa,Yuta Sasaki,win,loss,19521,63070,Submission,2,4:13
40613,2,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Tim Means,Marcio Alexandre Jr.,win,loss,11281,95457,Decision,3,5:00
40613,1,UFC Fight Night 58 - Machida vs. Dollaway,12/20/14,Vitor Miranda,Jake Collier,win,loss,13004,83599,TKO,1,4:59
38841,11,UFC 182 - Jones vs. Cormier,1/3/15,Jon Jones,Daniel Cormier,win,loss,27944,52311,Decision,5,5:00
38841,10,UFC 182 - Jones vs. Cormier,1/3/15,Donald Cerrone,Myles Jury,win,loss,15105,34236,Decision,3,5:00
38841,9,UFC 182 - Jones vs. Cormier,1/3/15,Brad Tavares,Nate Marquardt,win,loss,33095,1712,Decision,3,5:00
38841,8,UFC 182 - Jones vs. Cormier,1/3/15,Kyoji Horiguchi,Louis Gaudinot,win,loss,64413,45230,Decision,3,5:00
38841,7,UFC 182 - Jones vs. Cormier,1/3/15,Hector Lombard,Joshua Burkman,NC,NC,11292,10003,NC,3,5:00
38841,6,UFC 182 - Jones vs. Cormier,1/3/15,Paul Felder,Danny Castillo,win,loss,68205,26070,KO,2,2:09
38841,5,UFC 182 - Jones vs. Cormier,1/3/15,Cody Garbrandt,Marcus Brimage,win,loss,50381,21618,TKO,3,4:50
38841,4,UFC 182 - Jones vs. Cormier,1/3/15,Shawn Jordan,Jared Cannonier,win,loss,45624,78628,KO,1,2:57
38841,3,UFC 182 - Jones vs. Cormier,1/3/15,Evan Dunham,Rodrigo Damm,win,loss,22038,11507,Decision,3,5:00
38841,2,UFC 182 - Jones vs. Cormier,1/3/15,Omari Akhmedov,Mats Nilsson,win,loss,83462,32446,Decision,3,5:00
38841,1,UFC 182 - Jones vs. Cormier,1/3/15,Marion Reneau,Alexis Dufresne,win,loss,61266,113687,Decision,3,5:00
41773,12,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Conor McGregor,Dennis Siver,win,loss,29688,9817,TKO,2,1:54
41773,11,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Donald Cerrone,Benson Henderson,win,loss,15105,20548,Decision,3,5:00
41773,10,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Uriah Hall,Ron Stallings,win,loss,14210,11950,TKO,1,3:37
41773,9,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Gleison Tibau,Norman Parke,win,loss,5993,47549,Decision,3,5:00
41773,8,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Cathal Pendred,Sean Spencer,win,loss,64373,60908,Decision,3,5:00
41773,7,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Lorenz Larkin,John Howard,win,loss,51345,11798,TKO,1,2:17
41773,6,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Chris Wade,Lipeng Zhang,win,loss,79335,50416,Decision,3,5:00
41773,5,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Patrick Holohan,Shane Howell,win,loss,63616,20906,Decision,3,5:00
41773,4,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Johnny Case,Frankie Perez,win,loss,28017,79784,TKO,3,1:54
41773,3,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Charles Rosa,Sean Soriano,win,loss,71116,61682,Submission,3,4:43
41773,2,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Sean O'Connell,Matt Van Buren,win,loss,33156,64754,TKO,3,2:11
41773,1,UFC Fight Night 59 - McGregor vs. Siver,1/18/15,Joby Sanchez,Tateki Matsuda,win,loss,50239,45607,Decision,3,5:00
42123,12,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Anthony Johnson,Alexander Gustafsson,win,loss,17662,26162,TKO,1,2:15
42123,11,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Gegard Mousasi,Dan Henderson,win,loss,7466,195,TKO,1,1:10
42123,10,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Ryan Bader,Phil Davis,win,loss,22858,27802,Decision,3,5:00
42123,9,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Sam Sicilia,Akira Corassani,win,loss,53205,22641,KO,1,3:26
42123,8,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Albert Tumenov,Nicholas Musoke,win,loss,60198,26160,Decision,3,5:00
42123,7,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Kenny Robertson,Sultan Aliev,win,loss,31978,89761,KO,1,2:42
42123,6,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Makwan Amirkhani,Andy Ogle,win,loss,69406,42659,TKO,1,0:08
42123,5,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Nikita Krylov,Stanislav Nedkov,win,loss,110937,27115,Submission,1,1:24
42123,4,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Mairbek Taisumov,Anthony Christodoulou,win,loss,33161,53712,KO,2,0:38
42123,3,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Mirsad Bektic,Paul Redmond,win,loss,59766,56615,Decision,3,5:00
42123,2,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Viktor Pesta,Konstantin Erokhin,win,loss,74176,98151,Decision,3,5:00
42123,1,UFC on Fox 14 - Gustafsson vs. Johnson,1/24/15,Neil Seery,Chris Beal,win,loss,14062,53369,Decision,3,5:00
39291,11,UFC 183 - Silva vs. Diaz,1/31/15,Anderson Silva,Nick Diaz,NC,NC,1356,2831,NC,5,5:00
39291,10,UFC 183 - Silva vs. Diaz,1/31/15,Tyron Woodley,Kelvin Gastelum,win,loss,42605,74700,Decision,3,5:00
39291,9,UFC 183 - Silva vs. Diaz,1/31/15,Al Iaquinta,Joe Lauzon,win,loss,42817,4923,TKO,2,3:34
39291,8,UFC 183 - Silva vs. Diaz,1/31/15,Thales Leites,Tim Boetsch,win,loss,8593,19544,Technical,2,3:45
39291,7,UFC 183 - Silva vs. Diaz,1/31/15,Thiago Alves,Jordan Mein,win,loss,5998,6749,KO,2,0:39
39291,6,UFC 183 - Silva vs. Diaz,1/31/15,Miesha Tate,Sara McMann,win,loss,26252,67094,Decision,3,5:00
39291,5,UFC 183 - Silva vs. Diaz,1/31/15,Derek Brunson,Ed Herman,win,loss,68494,6561,TKO,1,0:36
39291,4,UFC 183 - Silva vs. Diaz,1/31/15,John Lineker,Ian McCall,win,loss,41906,5001,Decision,3,5:00
39291,3,UFC 183 - Silva vs. Diaz,1/31/15,Rafael Natal,Tom Watson,win,loss,13968,15179,Decision,3,5:00
39291,2,UFC 183 - Silva vs. Diaz,1/31/15,Ildemar Alcantara,Richardson Moreira,win,loss,22223,72825,Decision,3,5:00
39291,1,UFC 183 - Silva vs. Diaz,1/31/15,Thiago Santos,Andy Enz,win,loss,90021,61422,TKO,1,1:56
42065,10,UFC Fight Night 60 - Henderson vs. Thatch,2/14/15,Benson Henderson,Brandon Thatch,win,loss,20548,22298,Submission,4,3:58
42065,9,UFC Fight Night 60 - Henderson vs. Thatch,2/14/15,Max Holloway,Cole Miller,win,loss,38671,13133,Decision,3,5:00
42065,8,UFC Fight Night 60 - Henderson vs. Thatch,2/14/15,Neil Magny,Kiichi Kunimoto,win,loss,69166,21039,Submission,3,1:22
42065,7,UFC Fight Night 60 - Henderson vs. Thatch,2/14/15,Daniel Kelly,Patrick Walsh,win,loss,49516,67971,Decision,3,5:00
42065,6,UFC Fight Night 60 - Henderson vs. Thatch,2/14/15,Kevin Lee,Michel Richard Cunha dos Prazeres,win,loss,84342,22218,Decision,3,5:00
42065,5,UFC Fight Night 60 - Henderson vs. Thatch,2/14/15,Ray Borg,Chris Kelades,win,loss,84752,51576,Submission,3,2:56
42065,4,UFC Fight Night 60 - Henderson vs. Thatch,2/14/15,Efrain Escudero,Rodrigo Goiana de Lima,win,loss,16555,81136,Decision,3,5:00
42065,3,UFC Fight Night 60 - Henderson vs. Thatch,2/14/15,Chas Skelly,Jim Alers,win,loss,47227,36581,TKO,2,4:59
42065,2,UFC Fight Night 60 - Henderson vs. Thatch,2/14/15,Zach Makovsky,Tim Elliott,win,loss,20522,49213,Decision,3,5:00
42065,1,UFC Fight Night 60 - Henderson vs. Thatch,2/14/15,James Moontasri,Cody Pfister,win,loss,36889,48481,Submission,2,1:49
38843,11,UFC Fight Night 61 - Bigfoot vs. Mir,2/22/15,Frank Mir,Antonio Silva,win,loss,2329,12354,KO,1,1:40
38843,10,UFC Fight Night 61 - Bigfoot vs. Mir,2/22/15,Michael Johnson,Edson Barboza,win,loss,68788,46259,Decision,3,5:00
38843,9,UFC Fight Night 61 - Bigfoot vs. Mir,2/22/15,Sam Alvey,Cezar Ferreira,win,loss,35410,22400,KO,1,3:34
38843,8,UFC Fight Night 61 - Bigfoot vs. Mir,2/22/15,Adriano Martins,Rustam Khabilov,win,loss,9907,45417,Decision,3,5:00
38843,7,UFC Fight Night 61 - Bigfoot vs. Mir,2/22/15,Frankie Saenz,Iuri Alcantara,win,loss,55410,16129,Decision,3,5:00
38843,6,UFC Fight Night 61 - Bigfoot vs. Mir,2/22/15,Santiago Ponzinibbio,Sean Strickland,win,loss,64593,30452,Decision,3,5:00
38843,5,UFC Fight Night 61 - Bigfoot vs. Mir,2/22/15,Marion Reneau,Jessica Andrade,win,loss,61266,100715,Submission,1,1:54
38843,4,UFC Fight Night 61 - Bigfoot vs. Mir,2/22/15,Matt Dwyer,William Macario,win,loss,53933,69624,KO,1,3:14
38843,3,UFC Fight Night 61 - Bigfoot vs. Mir,2/22/15,Mike de la Torre,Tiago dos Santos e Silva,win,loss,17915,78479,KO,1,2:59
38843,2,UFC Fight Night 61 - Bigfoot vs. Mir,2/22/15,Douglas Silva de Andrade,Cody Gibson,win,loss,87981,38903,Decision,3,5:00
38843,1,UFC Fight Night 61 - Bigfoot vs. Mir,2/22/15,Ivan Jorge,Josh Shockley,win,loss,5432,24948,Decision,3,5:00
41893,11,UFC 184 - Rousey vs. Zingano,2/28/15,Ronda Rousey,Cat Zingano,win,loss,73073,33932,Submission,1,0:14
41893,10,UFC 184 - Rousey vs. Zingano,2/28/15,Holly Holm,Raquel Pennington,win,loss,75125,75564,Decision,3,5:00
41893,9,UFC 184 - Rousey vs. Zingano,2/28/15,Jake Ellenberger,Josh Koscheck,win,loss,13068,9418,Submission,2,4:20
41893,8,UFC 184 - Rousey vs. Zingano,2/28/15,Alan Jouban,Richard Walsh,win,loss,65878,55587,KO,1,2:19
41893,7,UFC 184 - Rousey vs. Zingano,2/28/15,Tony Ferguson,Gleison Tibau,win,loss,31239,5993,Submission,1,2:37
41893,6,UFC 184 - Rousey vs. Zingano,2/28/15,Roan Carneiro,Mark Munoz,win,loss,2886,22411,Technical,1,1:40
41893,5,UFC 184 - Rousey vs. Zingano,2/28/15,Roman Salazar,Norifumi Yamamoto,NC,NC,24790,1354,NC,2,2:37
41893,4,UFC 184 - Rousey vs. Zingano,2/28/15,Tim Means,Dhiego Lima,win,loss,11281,59607,TKO,1,2:17
41893,3,UFC 184 - Rousey vs. Zingano,2/28/15,Derrick Lewis,Ruan Potts,win,loss,59284,75842,TKO,2,3:18
41893,2,UFC 184 - Rousey vs. Zingano,2/28/15,Valmir Lazaro,James Krause,win,loss,22216,31766,Decision,3,5:00
41893,1,UFC 184 - Rousey vs. Zingano,2/28/15,Masio Fullen,Alex Torres,win,loss,40356,172645,Decision,3,5:00
42183,12,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Rafael dos Anjos,Anthony Pettis,win,loss,11675,26627,Decision,5,5:00
42183,11,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Joanna Jedrzejczyk,Carla Esparza,win,loss,101411,63410,KO,2,4:17
42183,10,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Johny Hendricks,Matt Brown,win,loss,24539,14310,Decision,3,5:00
42183,9,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Alistair Overeem,Roy Nelson,win,loss,461,10249,Decision,3,5:00
42183,8,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Henry Cejudo,Chris Cariaso,win,loss,125297,16467,Decision,3,5:00
42183,7,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Ross Pearson,Sam Stout,win,loss,11884,9901,KO,2,1:33
42183,6,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Elias Theodorou,Roger Narvaez,win,loss,81765,60454,TKO,2,4:07
42183,5,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Beneil Dariush,Daron Cruickshank,win,loss,56583,53717,Submission,2,2:48
42183,4,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Jared Rosholt,Josh Copeland,win,loss,76763,75537,TKO,3,3:12
42183,3,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Ryan Benoit,Sergio Pettis,win,loss,48566,50987,TKO,2,1:34
42183,2,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Joseph Duffy,Jake Lindsey,win,loss,17052,57214,KO,1,1:47
42183,1,UFC 185 - Pettis vs. Dos Anjos,3/14/15,Germaine de Randamie,Larissa Pacheco,win,loss,41745,144115,TKO,2,2:02
42185,12,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Demian Maia,Ryan LaFlare,win,loss,14637,34409,Decision,5,5:00
42185,11,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Erick Silva,Josh Koscheck,win,loss,15009,9418,Submission,1,4:21
42185,10,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Leonardo Santos,Tony Martin,win,loss,4810,80436,Submission,2,2:29
42185,9,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Amanda Nunes,Shayna Baszler,win,loss,31496,12116,TKO,1,1:56
42185,8,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Gilbert Burns,Alex Oliveira,win,loss,91727,110143,Submission,3,4:14
42185,7,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Godofredo Castro,Andre Fili,win,loss,40623,58385,Submission,1,3:14
42185,6,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Francisco Trinaldo,Akbarh Arreola,win,loss,31103,6120,Decision,3,5:00
42185,5,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Edimilson Souza,Katsunori Kikuno,win,loss,57343,16806,KO,1,1:31
42185,4,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Leandro Silva,Drew Dober,NC,NC,86382,23982,NC,2,2:45
42185,3,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Leonardo Mafra Texeira,Cain Carrizosa,win,loss,76653,84645,Decision,3,5:00
42185,2,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Christos Giagos,Jorge Antonio Cezario de Oliveira,win,loss,68130,15380,Submission,1,3:12
42185,1,UFC Fight Night 62 - Maia vs. LaFlare,3/21/15,Freddy Serrano,Bentley Syler,win,loss,112413,123973,KO,3,1:34
42187,10,UFC Fight Night 63 - Mendes vs. Lamas,4/4/15,Chad Mendes,Ricardo Lamas,win,loss,38393,32051,TKO,1,2:45
42187,9,UFC Fight Night 63 - Mendes vs. Lamas,4/4/15,Al Iaquinta,Jorge Masvidal,win,loss,42817,7688,Decision,3,5:00
42187,8,UFC Fight Night 63 - Mendes vs. Lamas,4/4/15,Michael Chiesa,Mitch Clarke,win,loss,46224,22556,Decision,3,5:00
42187,7,UFC Fight Night 63 - Mendes vs. Lamas,4/4/15,Julianna Pena,Milana Dudieva,win,loss,50883,43885,TKO,1,3:59
42187,6,UFC Fight Night 63 - Mendes vs. Lamas,4/4/15,Clay Guida,Robbie Peralta,win,loss,8184,21339,Decision,3,5:00
42187,5,UFC Fight Night 63 - Mendes vs. Lamas,4/4/15,Dustin Poirier,Carlos Diego Ferreira,win,loss,50529,26358,KO,1,3:45
42187,4,UFC Fight Night 63 - Mendes vs. Lamas,4/4/15,Liz Carmouche,Lauren Murphy,win,loss,67007,66725,Decision,3,5:00
42187,3,UFC Fight Night 63 - Mendes vs. Lamas,4/4/15,Alexander Yakovlev,Gray Maynard,win,loss,10846,15835,Decision,3,5:00
42187,2,UFC Fight Night 63 - Mendes vs. Lamas,4/4/15,Timothy Johnson,Shamil Abdurakhimov,win,loss,72706,26808,TKO,1,4:57
42187,1,UFC Fight Night 63 - Mendes vs. Lamas,4/4/15,Ron Stallings,Justin Jones,win,loss,11950,93683,Decision,3,5:00
42189,12,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Mirko Filipovic,Gabriel Gonzaga,win,loss,2326,7306,TKO,3,3:30
42189,11,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Jimi Manuwa,Jan Blachowicz,win,loss,37528,25821,Decision,3,5:00
42189,10,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Pawel Pawlak,Sheldon Westcott,win,loss,65543,23648,Decision,3,5:00
42189,9,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Maryna Moroz,Joanne Calderwood,win,loss,151905,94103,Submission,1,1:30
42189,8,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Leon Edwards,Seth Baczynski,win,loss,62665,13827,KO,1,0:08
42189,7,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Bartosz Fabinski,Garreth McLellan,win,loss,87101,71237,Decision,3,5:00
42189,6,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Sergio Moraes,Mickael Lebout,win,loss,21343,81143,Decision,3,5:00
42189,5,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Yaotzin Meza,Damian Stasiak,win,loss,15937,86920,Decision,3,5:00
42189,4,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Anthony Hamilton,Daniel Omielanczuk,win,loss,58947,54303,Decision,3,5:00
42189,3,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Aleksandra Albu,Izabela Badurek,win,loss,144949,122349,Submission,2,3:34
42189,2,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Steven Ray,Marcin Bandel,win,loss,59838,55705,TKO,2,1:35
42189,1,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,4/11/15,Taylor Lapilus,Rocky Lee,win,loss,97337,84854,Decision,3,5:00
42191,11,UFC on Fox 15 - Machida vs. Rockhold,4/18/15,Luke Rockhold,Lyoto Machida,win,loss,23345,7513,Submission,2,2:31
42191,10,UFC on Fox 15 - Machida vs. Rockhold,4/18/15,Ronaldo Souza,Chris Camozzi,win,loss,8394,17224,Submission,1,2:33
42191,9,UFC on Fox 15 - Machida vs. Rockhold,4/18/15,Max Holloway,Cub Swanson,win,loss,38671,11002,Submission,3,3:58
42191,8,UFC on Fox 15 - Machida vs. Rockhold,4/18/15,Paige VanZant,Felice Herrig,win,loss,99019,42432,Decision,3,5:00
42191,7,UFC on Fox 15 - Machida vs. Rockhold,4/18/15,Beneil Dariush,Jim Miller,win,loss,56583,14463,Decision,3,5:00
42191,6,UFC on Fox 15 - Machida vs. Rockhold,4/18/15,Ovince St. Preux,Patrick Cummins,win,loss,38842,72981,KO,1,4:54
42191,5,UFC on Fox 15 - Machida vs. Rockhold,4/18/15,Gian Villante,Corey Anderson,win,loss,42802,171723,TKO,3,4:18
42191,4,UFC on Fox 15 - Machida vs. Rockhold,4/18/15,Aljamain Sterling,Takeya Mizugaki,win,loss,66313,12074,Submission,3,2:11
42191,3,UFC on Fox 15 - Machida vs. Rockhold,4/18/15,Tim Means,George Sullivan,win,loss,11281,15148,Submission,3,3:41
42191,2,UFC on Fox 15 - Machida vs. Rockhold,4/18/15,Diego Brandao,Jim Hettes,win,loss,25097,48046,TKO,1,5:00
42191,1,UFC on Fox 15 - Machida vs. Rockhold,4/18/15,Chris Dempsey,Eddie Gordon,win,loss,79277,66410,Decision,3,5:00
42193,12,UFC 186 - Johnson vs. Horiguchi,4/25/15,Demetrious Johnson,Kyoji Horiguchi,win,loss,45452,64413,Submission,5,4:59
42193,11,UFC 186 - Johnson vs. Horiguchi,4/25/15,Quinton Jackson,Fabio Maldonado,win,loss,348,16426,Decision,3,5:00
42193,10,UFC 186 - Johnson vs. Horiguchi,4/25/15,Michael Bisping,C.B. Dollaway,win,loss,10196,22350,Decision,3,5:00
42193,9,UFC 186 - Johnson vs. Horiguchi,4/25/15,John Makdessi,Shane Campbell,win,loss,37402,34625,TKO,1,4:53
42193,8,UFC 186 - Johnson vs. Horiguchi,4/25/15,Thomas Almeida,Yves Jabouin,win,loss,87865,1693,TKO,1,4:18
